1587087494309,861,HomePage,200,OK,Users 1-6,text,true,,102991,236,20,20,https://learnsdet.com/,69,0,32
1587087494309,69,HomePage-0,301,Moved Permanently,Users 1-6,text,true,,479,118,20,20,http://learnsdet.com/,69,0,32
1587087494379,791,HomePage-1,200,OK,Users 1-6,text,true,,102512,118,20,20,https://learnsdet.com/,619,0,503
1587087494233,960,HomePage,200,OK,Users 1-4,text,true,,102991,236,20,20,https://learnsdet.com/,131,0,82
1587087494607,580,HomePage,200,OK,Users 1-12,text,true,,102991,236,20,20,https://learnsdet.com/,68,0,33
1587087494233,135,HomePage-0,301,Moved Permanently,Users 1-4,text,true,,479,118,20,20,http://learnsdet.com/,131,0,82
1587087494607,68,HomePage-0,301,Moved Permanently,Users 1-12,text,true,,479,118,20,20,http://learnsdet.com/,68,0,33
1587087494372,821,HomePage-1,200,OK,Users 1-4,text,true,,102512,118,20,20,https://learnsdet.com/,626,0,510
1587087494676,511,HomePage-1,200,OK,Users 1-12,text,true,,102512,118,20,20,https://learnsdet.com/,371,0,210
1587087494233,952,HomePage,200,OK,Users 1-3,text,true,,102991,236,20,20,https://learnsdet.com/,135,0,82
1587087494410,762,HomePage,200,OK,Users 1-8,text,true,,102991,236,20,20,https://learnsdet.com/,70,0,34
1587087494233,135,HomePage-0,301,Moved Permanently,Users 1-3,text,true,,479,118,20,20,http://learnsdet.com/,135,0,82
1587087494410,70,HomePage-0,301,Moved Permanently,Users 1-8,text,true,,479,118,20,20,http://learnsdet.com/,70,0,34
1587087494373,812,HomePage-1,200,OK,Users 1-3,text,true,,102512,118,20,20,https://learnsdet.com/,625,0,507
1587087494482,690,HomePage-1,200,OK,Users 1-8,text,true,,102512,118,20,20,https://learnsdet.com/,562,0,399
1587087494257,914,HomePage,200,OK,Users 1-5,text,true,,102991,236,20,20,https://learnsdet.com/,107,0,59
1587087494460,722,HomePage,200,OK,Users 1-9,text,true,,102991,236,20,20,https://learnsdet.com/,67,0,32
1587087494257,111,HomePage-0,301,Moved Permanently,Users 1-5,text,true,,479,118,20,20,http://learnsdet.com/,107,0,59
1587087494460,67,HomePage-0,301,Moved Permanently,Users 1-9,text,true,,479,118,20,20,http://learnsdet.com/,67,0,32
1587087494372,799,HomePage-1,200,OK,Users 1-5,text,true,,102512,118,20,20,https://learnsdet.com/,678,0,512
1587087494527,655,HomePage-1,200,OK,Users 1-9,text,true,,102512,118,20,20,https://learnsdet.com/,455,0,358
1587087494361,838,HomePage,200,OK,Users 1-7,text,true,,102991,236,20,20,https://learnsdet.com/,68,0,33
1587087494361,68,HomePage-0,301,Moved Permanently,Users 1-7,text,true,,479,118,20,20,http://learnsdet.com/,68,0,33
1587087494430,769,HomePage-1,200,OK,Users 1-7,text,true,,102512,118,20,20,https://learnsdet.com/,570,0,449
1587087494509,701,HomePage,200,OK,Users 1-10,text,true,,102991,236,20,20,https://learnsdet.com/,70,0,36
1587087494509,70,HomePage-0,301,Moved Permanently,Users 1-10,text,true,,479,118,20,20,http://learnsdet.com/,70,0,36
1587087494580,630,HomePage-1,200,OK,Users 1-10,text,true,,102512,118,20,20,https://learnsdet.com/,407,0,306
1587087494559,657,HomePage,200,OK,Users 1-11,text,true,,102991,236,20,20,https://learnsdet.com/,72,0,34
1587087494559,72,HomePage-0,301,Moved Permanently,Users 1-11,text,true,,479,118,20,20,http://learnsdet.com/,72,0,34
1587087494631,585,HomePage-1,200,OK,Users 1-11,text,true,,102512,118,20,20,https://learnsdet.com/,375,0,250
1587087494234,992,HomePage,200,OK,Users 1-1,text,true,,102991,236,20,20,https://learnsdet.com/,130,0,79
1587087494234,134,HomePage-0,301,Moved Permanently,Users 1-1,text,true,,479,118,20,20,http://learnsdet.com/,130,0,79
